Song,Artist,Compound,Negative,Neutral,Positive,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
Drowned,Phish,0.2144,0.032,0.898,0.07,21,True,0.348,0.924,10,-4.735,0,0.144,0.00055,0.000353,0.0684,0.214,75.011,death-metal
Esther,Phish,-0.9794,0.099,0.837,0.064,62,False,0.828,0.502,0,-6.053,1,0.0445,0.172,0.00102,0.0544,0.677,105.953,soul
Fuego,Phish,-0.0428,0.094,0.831,0.075,1,False,0.78,0.856,8,-6.264,0,0.267,0.0233,0.0,0.0916,0.605,104.904,dance
Julius,Phish,0.8888,0.028,0.869,0.103,44,False,0.759,0.661,5,-6.457,0,0.363,0.201,0.0,0.137,0.658,129.794,brazil
Love You,Phish,0.9911,0.0,0.723,0.277,23,False,0.283,0.842,5,-2.575,1,0.0465,0.0136,0.0,0.0588,0.0781,75.446,hardstyle
Poor Heart,Phish,0.985,0.07,0.681,0.249,34,False,0.439,0.529,11,-7.023,0,0.0363,0.0596,7.02e-05,0.0936,0.549,159.959,blues
Sand,Phish,0.623,0.094,0.786,0.119,25,False,0.484,0.941,0,-3.887,0,0.0658,0.000394,0.0,0.148,0.535,180.025,metalcore
Self,Phish,0.9602,0.125,0.674,0.201,23,True,0.509,0.948,8,-3.432,1,0.079,3.76e-05,0.00415,0.135,0.332,161.748,industrial
The Line,Phish,0.9196,0.007,0.927,0.066,9,False,0.666,0.868,0,-12.483,1,0.0446,0.0354,0.0113,0.0736,0.863,134.649,detroit-techno
Train Song,Phish,0.4215,0.018,0.95,0.032,50,False,0.576,0.382,4,-9.98,0,0.0361,0.888,0.000555,0.132,0.55,102.575,british
Astronomy Domine,Pink Floyd,-0.9081,0.125,0.875,0.0,49,False,0.348,0.633,2,-11.527,1,0.048,0.376,0.473,0.346,0.0805,124.096,psych-rock
Bike,Pink Floyd,0.9615,0.0,0.897,0.103,42,False,0.751,0.61,5,-14.946,1,0.043,0.0139,0.913,0.089,0.0375,125.237,idm
Brain Damage,Pink Floyd,-0.8555,0.09,0.887,0.023,14,True,0.325,0.976,4,-6.707,1,0.108,0.0172,0.479,0.258,0.29,92.175,grindcore
Echoes,Pink Floyd,0.128,0.095,0.823,0.083,53,False,0.538,0.952,10,-1.977,0,0.038,0.00825,0.0713,0.198,0.152,87.016,drum-and-bass
Julia Dream,Pink Floyd,0.872,0.051,0.779,0.17,40,False,0.368,0.28,9,-13.153,0,0.0323,0.522,0.132,0.602,0.408,115.986,psych-rock
Keep Talking,Pink Floyd,0.9654,0.024,0.842,0.134,50,False,0.497,0.771,4,-11.938,0,0.0528,0.187,0.00895,0.0788,0.24,100.302,psych-rock
Let There Be More Light,Pink Floyd,0.0258,0.0,0.992,0.008,46,False,0.158,0.615,0,-8.897,1,0.0367,0.689,0.861,0.153,0.303,77.238,psych-rock
Pigs (Three Different Ones),Pink Floyd,0.9944,0.135,0.526,0.339,59,True,0.419,0.575,4,-12.22,0,0.0897,0.103,0.459,0.895,0.354,129.267,psych-rock
Poles Apart,Pink Floyd,-0.7927,0.088,0.864,0.047,54,False,0.162,0.411,7,-11.333,1,0.0346,0.3,0.0769,0.687,0.246,61.418,psych-rock
Run Like Hell,Pink Floyd,0.8687,0.078,0.793,0.129,0,False,0.649,0.944,11,-5.197,0,0.112,0.0373,0.0,0.338,0.31,110.022,iranian
San Tropez,Pink Floyd,0.8225,0.061,0.844,0.094,54,False,0.691,0.324,0,-15.366,1,0.0446,0.171,0.0223,0.0674,0.543,121.664,psych-rock
See Emily Play,Pink Floyd,0.7469,0.185,0.596,0.218,47,False,0.456,0.711,2,-9.205,1,0.0362,0.203,6.61e-06,0.13,0.412,124.021,psych-rock
Summer '68,Pink Floyd,0.9531,0.059,0.771,0.171,48,False,0.23,0.429,2,-10.624,1,0.0278,0.417,0.49,0.0911,0.324,165.179,psych-rock
The Final Cut,Pink Floyd,0.7142,0.056,0.868,0.076,53,False,0.462,0.364,5,-9.831,1,0.0335,0.787,0.000682,0.118,0.0781,58.588,psych-rock
Pause,Pitbull,0.9985,0.019,0.684,0.297,51,False,0.619,0.277,11,-11.771,1,0.0322,0.892,0.0542,0.116,0.435,111.576,folk
Pearly Gates,Pitbull,0.9975,0.121,0.614,0.265,1,False,0.179,0.534,1,-17.967,1,0.248,0.531,0.808,0.128,0.0513,166.961,iranian
Sticky,Pitbull,-0.5789,0.068,0.871,0.062,0,False,0.713,0.846,4,-6.712,0,0.0537,0.0339,0.000381,0.106,0.572,120.021,alternative
Timber,Pitbull,0.995,0.004,0.839,0.157,13,False,0.633,0.948,8,-2.413,0,0.0785,0.262,0.0,0.0666,0.853,129.984,kids
Call Your Name,Planetshakers,0.4939,0.021,0.934,0.045,55,False,0.567,0.3,11,-8.421,0,0.0291,0.0145,0.0,0.0687,0.196,141.819,anime
I Want You To Know,Planetshakers,0.9979,0.0,0.726,0.274,66,False,0.58,0.846,9,-2.876,0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,edm
My Passion,Planetshakers,0.9992,0.0,0.565,0.435,30,False,0.74,0.61,7,-5.01,0,0.0514,0.163,0.0428,0.268,0.755,128.037,disco
Overwhelmed,Planetshakers,0.9997,0.0,0.577,0.423,0,False,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,alternative
This Is How We Overcome,Planetshakers,0.9623,0.12,0.665,0.216,27,False,0.384,0.852,0,-7.162,1,0.0676,0.171,0.0,0.381,0.586,131.56,world-music
Worthy Is The Lamb,Planetshakers,0.996,0.0,0.583,0.417,25,False,0.166,0.687,7,-5.253,1,0.0394,0.00332,3.45e-05,0.188,0.198,151.263,world-music
Beam Me Up,P!nk,0.9103,0.03,0.886,0.084,29,False,0.573,0.504,11,-8.601,1,0.0388,0.0759,0.000116,0.325,0.147,131.97,garage
Centerfold,P!nk,-0.3999,0.07,0.867,0.063,74,False,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,blues
Delirium,P!nk,0.9935,0.011,0.892,0.096,18,False,0.353,0.363,7,-12.685,1,0.0333,0.00293,0.836,0.1,0.0777,89.999,black-metal
Heads Up,P!nk,0.998,0.021,0.586,0.393,21,True,0.63,0.694,7,-3.847,0,0.402,0.228,0.0,0.0754,0.444,80.89,j-dance
Samuel,P!nk,0.8834,0.151,0.674,0.175,38,False,0.627,0.909,0,-4.179,1,0.0934,0.481,9.47e-05,0.104,0.837,159.904,gospel
So What,P!nk,-0.8712,0.091,0.852,0.056,58,False,0.777,0.827,5,-4.575,0,0.0453,0.00549,0.0127,0.214,0.861,123.895,deep-house
Unwind,P!nk,0.9756,0.109,0.651,0.24,39,False,0.181,0.0203,7,-26.978,1,0.0351,0.976,0.852,0.0808,0.0361,66.015,ambient
Anniversary,Pogues,0.9909,0.011,0.832,0.157,41,False,0.333,0.315,11,-9.795,1,0.0314,0.949,0.202,0.202,0.0606,119.958,ambient
Bright Lights,Pogues,0.9957,0.024,0.767,0.209,56,False,0.614,0.861,6,-5.717,1,0.0315,0.00153,0.111,0.0534,0.412,123.996,deep-house
Medley,Pogues,0.96,0.07,0.82,0.11,7,False,0.666,0.737,7,-4.145,1,0.294,0.145,0.0,0.119,0.677,140.066,kids
Sayonara,Pogues,0.9716,0.094,0.701,0.205,0,False,0.293,0.793,4,-11.245,0,0.249,0.436,0.00584,0.144,0.0654,111.506,iranian
Every Move I Make,Point Of Grace,0.9413,0.0,0.922,0.078,47,False,0.486,0.903,4,-6.418,1,0.0712,0.0414,2.33e-05,0.926,0.943,200.104,children
Let There Be Light,Point Of Grace,0.9922,0.069,0.746,0.186,16,False,0.439,0.947,6,-9.283,1,0.0796,0.000118,0.722,0.474,0.322,174.007,drum-and-bass
Make It Real,Point Of Grace,0.9868,0.025,0.834,0.141,17,False,0.735,0.667,11,-6.768,0,0.0515,0.0416,0.892,0.12,0.264,124.013,club
Say So,Point Of Grace,0.9964,0.026,0.754,0.221,79,True,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,dance
Worthless,Point Of Grace,-0.8225,0.125,0.824,0.051,12,False,0.389,0.944,10,-7.128,0,0.0817,0.000482,0.799,0.218,0.252,114.158,grindcore
You Are Good,Point Of Grace,0.9975,0.018,0.726,0.255,40,False,0.396,0.843,9,-7.077,1,0.0467,0.0041,2.46e-06,0.45,0.354,144.011,ambient
Stay Alive,Poison,0.977,0.075,0.728,0.197,0,False,0.714,0.306,6,-12.111,1,0.0388,0.726,0.168,0.0924,0.314,129.984,folk
Talk Dirty To Me,Poison,0.9019,0.062,0.82,0.118,32,False,0.672,0.804,6,-4.427,1,0.065,0.565,0.0,0.0667,0.938,79.059,ska
Money Talk,Pretenders,0.2237,0.074,0.84,0.086,44,True,0.619,0.611,0,-6.65,1,0.129,0.0685,8.13e-05,0.595,0.311,159.987,dubstep
Popstar,Pretenders,-0.9637,0.148,0.79,0.062,44,False,0.666,0.875,9,-5.95,1,0.0289,0.288,0.0,0.393,0.688,133.897,r-n-b
Samurai,Pretenders,0.1531,0.088,0.818,0.093,17,False,0.603,0.67,7,-8.638,0,0.0446,0.504,0.824,0.081,0.314,94.01,afrobeat
2020,Prince,0.6003,0.094,0.777,0.129,43,True,0.604,0.487,0,-7.881,0,0.318,0.823,0.0,0.14,0.416,110.854,funk
7,Prince,0.9715,0.116,0.721,0.163,58,False,0.466,0.976,9,-4.104,0,0.105,0.00171,8.37e-06,0.0729,0.541,98.377,garage
Color,Prince,0.9923,0.019,0.8,0.182,46,False,0.573,0.102,6,-20.757,0,0.0638,0.983,0.914,0.124,0.249,145.651,guitar
One Too Many,Proclaimers,-0.6705,0.071,0.929,0.0,0,False,0.702,0.53,4,-6.403,1,0.0558,0.211,0.0,0.396,0.561,82.983,country
The Light,Proclaimers,0.9397,0.084,0.77,0.145,19,False,0.498,0.964,5,-1.078,1,0.378,0.00578,2.84e-05,0.242,0.567,174.881,drum-and-bass
Three More Days,Proclaimers,0.0772,0.023,0.944,0.033,36,False,0.555,0.68,10,-8.358,0,0.0323,0.126,0.000906,0.0506,0.903,84.518,acoustic
Conquistador,Procol Harum,-0.9307,0.173,0.738,0.089,21,False,0.498,0.996,1,-3.836,1,0.171,4.68e-05,6.51e-05,0.0679,0.0645,118.069,heavy-metal
Kaleidoscope,Procol Harum,-0.9169,0.151,0.849,0.0,62,False,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,acoustic
Perpetual Motion,Procol Harum,0.894,0.006,0.899,0.094,47,False,0.717,0.621,11,-11.855,1,0.0536,0.675,0.926,0.111,0.224,118.977,minimal-techno
Barcelona,Queen,0.9928,0.034,0.727,0.239,67,False,0.629,0.572,5,-9.332,1,0.0307,0.32,0.000853,0.109,0.182,93.997,folk
Bohemian Rhapsody,Queen,-0.9832,0.198,0.691,0.111,22,False,0.524,0.494,2,-7.416,1,0.0435,0.677,0.000298,0.222,0.596,124.896,bluegrass
Don't Lose Your Head,Queen,0.9987,0.02,0.548,0.432,0,False,0.532,0.96,5,-4.765,1,0.127,0.00955,0.00998,0.105,0.236,115.114,funk
I Want To Break Free,Queen,0.9975,0.054,0.524,0.423,20,False,0.633,0.896,4,-4.657,1,0.0526,0.00594,0.134,0.126,0.813,160.033,hardstyle
Nevermore,Queen,-0.4334,0.12,0.794,0.086,18,False,0.546,0.897,1,-5.875,1,0.0786,1.31e-05,0.00668,0.629,0.244,116.957,black-metal
The Great Pretender,Queen,0.9956,0.057,0.611,0.331,48,False,0.652,0.303,7,-8.573,1,0.0297,0.851,0.0,0.324,0.706,114.665,rock-n-roll
The Show Must Go On,Queen,0.9911,0.057,0.771,0.172,54,False,0.571,0.198,7,-16.919,1,0.0294,0.435,0.125,0.262,0.326,129.024,psych-rock
I Adore You,Queen Adreena,0.969,0.227,0.488,0.285,25,False,0.405,0.797,10,-4.318,1,0.0365,0.0089,0.0996,0.104,0.076,114.2,drum-and-bass
Ruby,Queen Adreena,-0.9776,0.251,0.648,0.101,19,False,0.361,0.31,9,-12.102,1,0.0398,0.802,0.687,0.128,0.408,177.659,afrobeat
Go With The Flow,Queens Of The Stone Age,0.9419,0.115,0.7,0.186,68,False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,blues
Make It Wit Chu,Queens Of The Stone Age,0.6956,0.0,0.972,0.028,63,False,0.708,0.828,9,-5.286,1,0.0286,0.413,0.000104,0.12,0.505,91.977,blues
Smooth Sailing,Queens Of The Stone Age,-0.9674,0.162,0.763,0.075,38,False,0.0,2.03e-05,2,-16.555,1,0.0,0.951,0.873,0.113,0.0,0.0,sleep
Almost Cut My Hair,Queensryche,0.9431,0.121,0.672,0.207,59,False,0.471,0.471,7,-10.483,1,0.0437,0.185,0.00927,0.164,0.575,136.829,psych-rock
Damaged,Queensryche,-0.9528,0.154,0.807,0.038,39,False,0.334,0.772,2,-4.095,1,0.046,0.238,0.0,0.16,0.265,150.272,dub
Speak,Queensryche,-0.9789,0.124,0.863,0.013,29,False,0.687,0.378,11,-13.338,1,0.0336,0.822,0.00981,0.109,0.584,96.077,bluegrass
Too Official,Quicksand,0.9166,0.098,0.739,0.163,25,False,0.499,0.875,2,-7.179,1,0.0398,1.25e-05,0.122,0.0869,0.467,142.49,grunge
Red Alert,Quiet Riot,0.9247,0.154,0.616,0.23,43,False,0.579,0.999,11,-0.784,1,0.129,0.018,0.521,0.319,0.427,144.047,dub
You Drive Me Crazy,Quiet Riot,0.9274,0.115,0.743,0.143,58,False,0.754,0.927,5,-2.597,1,0.0313,0.173,3.22e-06,0.307,0.975,119.494,rock-n-roll
Crawling In The Dark,Quietdrive,0.4696,0.013,0.955,0.032,66,False,0.588,0.927,6,-4.776,0,0.113,0.000305,3.83e-05,0.195,0.652,93.571,grunge
Motivation,Quietdrive,0.9873,0.052,0.789,0.159,38,False,0.469,0.95,9,-6.459,1,0.443,0.0264,0.00453,0.19,0.312,149.883,electronic
Sink Or Swim,Quietdrive,-0.9405,0.158,0.792,0.05,47,False,0.613,0.812,2,-3.524,1,0.0355,0.259,0.0,0.185,0.394,119.979,acoustic
My America,Quincy Punx,0.4003,0.046,0.886,0.068,27,False,0.528,0.749,1,-16.593,1,0.948,0.685,0.0,0.866,0.206,76.76,comedy
Gangsta,R. Kelly,-0.0,0.051,0.892,0.057,60,False,0.447,0.356,10,-11.193,0,0.0419,0.0958,0.0,0.318,0.174,121.864,dance
My Story,R. Kelly,-0.9639,0.097,0.828,0.075,26,False,0.652,0.706,11,-7.292,0,0.458,0.741,0.0,0.175,0.547,72.127,dancehall
Inside My Head,Radiohead,0.504,0.061,0.854,0.085,56,False,0.704,0.943,8,-6.758,1,0.0779,0.00422,0.881,0.119,0.0608,129.995,techno
Karma Police,Radiohead,-0.9789,0.229,0.735,0.036,76,False,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,alt-rock
Lift,Radiohead,0.8939,0.058,0.805,0.138,47,False,0.483,0.872,11,-5.088,1,0.0383,0.0171,0.00131,0.0851,0.733,153.986,metal
Lull,Radiohead,-0.9613,0.331,0.627,0.041,8,False,0.477,0.549,8,-12.729,1,0.114,0.969,0.915,0.147,0.0751,191.977,idm
Paranoid Android,Radiohead,0.9685,0.082,0.74,0.179,70,False,0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,alt-rock
Rabbit In Your Headlights,Radiohead,-0.9518,0.179,0.748,0.074,50,False,0.265,0.588,9,-9.036,1,0.05,0.0762,0.0113,0.128,0.171,112.396,trip-hop
This Mess We're In,Radiohead,-0.4291,0.104,0.806,0.091,59,False,0.541,0.572,0,-9.634,1,0.0277,0.0266,0.186,0.0925,0.406,126.302,piano
Brush Your Teeth,Raffi,0.7584,0.0,0.94,0.06,49,False,0.916,0.265,6,-11.198,0,0.0735,0.035,0.0,0.0907,0.688,132.058,children
Oh Me Oh My,Raffi,-0.9236,0.087,0.913,0.0,48,True,0.669,0.652,0,-4.245,1,0.0603,0.0314,0.0,0.158,0.0395,119.972,electronic
Shake My Sillies Out,Raffi,-0.918,0.214,0.713,0.073,55,False,0.732,0.347,2,-12.909,1,0.0737,0.699,0.0,0.0515,0.978,180.109,children
Six Little Ducks,Raffi,0.5574,0.0,0.977,0.023,26,False,0.958,0.545,2,-6.708,1,0.0883,0.577,1.99e-06,0.104,0.892,120.059,kids
Wheels On The Bus,Raffi,0.0,0.0,1.0,0.0,33,False,0.693,0.907,4,-3.379,1,0.0828,0.0601,0.00281,0.498,0.779,155.064,kids
Yellow Submarine,Raffi,0.7964,0.0,0.948,0.052,61,False,0.616,0.636,1,-7.055,1,0.0325,0.208,0.0,0.517,0.654,110.618,british
Bulls On Parade,Rage Against The Machine,-0.9588,0.104,0.861,0.035,75,True,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,alt-rock
In My Eyes,Rage Against The Machine,0.6901,0.079,0.803,0.119,19,False,0.775,0.712,10,-4.267,0,0.0488,0.524,1.54e-05,0.118,0.922,112.979,kids
Kick Out The Jams,Rage Against The Machine,0.9784,0.03,0.82,0.151,0,False,0.467,0.973,10,-4.505,0,0.114,0.000213,4.64e-06,0.145,0.593,144.106,hard-rock
Killing In The Name,Rage Against The Machine,-0.9992,0.2,0.773,0.027,80,True,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,alt-rock
Catch The Rainbow,Rainbow,0.9666,0.0,0.836,0.164,58,False,0.32,0.412,4,-12.75,0,0.0316,0.188,0.0339,0.0644,0.282,132.986,blues
Self Portrait,Rainbow,0.4678,0.068,0.839,0.092,46,False,0.583,0.798,2,-4.443,1,0.0289,0.0511,0.00744,0.123,0.652,152.109,punk
Since You Been Gone,Rainbow,-0.9478,0.07,0.913,0.017,68,False,0.733,0.726,7,-6.514,1,0.0371,0.379,2.58e-06,0.471,0.915,120.814,blues
Sweet Dream,Rainbow,0.9657,0.0,0.914,0.086,53,False,0.41,0.234,1,-15.236,1,0.0421,0.798,0.00304,0.108,0.19,93.72,acoustic
The Temple Of The King,Rainbow,0.9938,0.017,0.8,0.183,64,False,0.486,0.487,9,-11.633,0,0.0341,0.445,1.44e-05,0.0648,0.373,81.972,blues
Howling At The Moon,Ramones,0.2439,0.185,0.61,0.205,32,False,0.797,0.805,4,-6.508,0,0.0696,0.0287,0.00441,0.0596,0.839,123.384,blues
Blessed Assurance,Randy Travis,0.9942,0.015,0.648,0.338,44,False,0.536,0.563,4,-7.644,1,0.0285,0.272,0.0,0.0857,0.207,140.004,world-music
Four Walls,Randy Travis,0.9927,0.015,0.798,0.187,13,False,0.131,0.981,6,-6.633,1,0.173,2.18e-06,0.734,0.201,0.0396,180.801,grindcore
Better Now,Rascal Flatts,0.8996,0.129,0.69,0.181,52,False,0.714,0.684,6,-7.434,0,0.21,0.154,0.0,0.0759,0.422,111.038,deep-house
I Won't Let Go,Rascal Flatts,-0.97,0.158,0.768,0.074,52,False,0.557,0.406,4,-7.083,1,0.0278,0.742,0.0,0.113,0.222,131.96,country
Payback,Rascal Flatts,0.985,0.034,0.819,0.147,52,False,0.637,0.827,7,-5.153,0,0.0629,0.046,0.103,0.575,0.339,128.025,progressive-house
Play,Rascal Flatts,0.9992,0.024,0.525,0.451,70,False,0.52,0.798,6,-5.498,0,0.0391,0.101,0.0,0.0932,0.168,101.944,dance
Shine On,Rascal Flatts,0.9816,0.079,0.709,0.212,25,False,0.301,0.983,1,-4.329,1,0.132,0.000601,5.73e-06,0.0575,0.245,170.022,grunge
Behold,Ray Boltz,0.9657,0.033,0.803,0.165,40,False,0.44,0.566,11,-7.451,1,0.033,0.214,0.0,0.0657,0.338,146.97,world-music
Fifty Nifty United States,Ray Charles,0.9917,0.0,0.779,0.221,22,False,0.435,0.351,5,-6.153,1,0.0422,0.54,0.0,0.0912,0.511,72.984,kids
Mess Around,Ray Charles,-0.9914,0.258,0.698,0.044,0,False,0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,0.906,148.804,blues
So Help Me God,Ray Charles,0.9993,0.013,0.55,0.437,25,False,0.419,0.855,0,-4.782,1,0.0327,7.69e-05,0.0,0.272,0.261,154.098,acoustic
Sorry Seems To Be The Hardest Word,Ray Charles,-0.891,0.162,0.762,0.076,62,False,0.371,0.22,7,-12.797,0,0.0324,0.828,1.23e-06,0.195,0.112,118.464,piano
Stella By Starlight,Ray Charles,0.9444,0.07,0.725,0.204,1,False,0.469,0.199,5,-12.5,1,0.0316,0.889,0.0,0.115,0.21,112.185,blues
Gonna Love Ya,Reba Mcentire,0.9678,0.049,0.735,0.216,0,False,0.718,0.666,3,-6.624,0,0.0488,0.158,0.103,0.129,0.702,100.002,dance
It's Not Over,Reba Mcentire,0.9584,0.009,0.861,0.13,52,False,0.426,0.92,10,-3.243,0,0.0598,0.0559,0.0,0.245,0.296,145.946,grunge
I've Seen Better Days,Reba Mcentire,0.9929,0.013,0.67,0.317,10,False,0.515,0.18,2,-14.765,1,0.0284,0.5,5.63e-05,0.109,0.199,136.741,honky-tonk
A Teenager In Love,Red Hot Chili Peppers,0.9847,0.121,0.661,0.218,61,False,0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,0.619,78.986,blues
Aeroplane,Red Hot Chili Peppers,-0.976,0.213,0.68,0.107,28,False,0.432,0.985,4,-3.443,1,0.0926,0.000162,3.98e-05,0.0939,0.612,155.25,garage
Californication,Red Hot Chili Peppers,0.5855,0.075,0.828,0.097,2,False,0.592,0.765,9,-2.788,0,0.027,0.0021,0.00154,0.127,0.327,96.483,alt-rock
Scar Tissue,Red Hot Chili Peppers,0.886,0.113,0.723,0.165,79,False,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,alt-rock
Believe It,Regine Velasquez,0.9698,0.0,0.891,0.109,22,False,0.487,0.742,4,-3.202,0,0.0365,0.00783,0.00025,0.146,0.414,118.389,goth
In Love With You,Regine Velasquez,0.9969,0.043,0.654,0.303,24,False,0.483,0.438,6,-7.071,1,0.0248,0.204,0.0,0.0863,0.154,71.003,cantopop
Be Not Afraid,Religious Music,-0.7779,0.18,0.66,0.16,18,False,0.482,0.0409,7,-24.309,1,0.0445,0.991,0.919,0.149,0.175,87.518,disney
Come Thou Fount,Religious Music,0.9954,0.033,0.615,0.351,21,False,0.122,0.307,11,-13.257,1,0.033,0.741,0.0827,0.12,0.0392,85.667,new-age
I Need Thee Every Hour,Religious Music,0.9623,0.07,0.744,0.186,25,False,0.385,0.0298,7,-19.777,1,0.0632,0.986,0.893,0.124,0.183,68.465,new-age
Body Count,Rem,-0.9568,0.142,0.763,0.095,48,False,0.604,0.833,7,-3.022,1,0.0851,0.00576,0.0471,0.0749,0.0981,72.54,dub
Back To Me,Richard Marx,0.5434,0.053,0.882,0.065,55,False,0.489,0.957,8,-2.697,1,0.0569,0.012,0.0768,0.197,0.0659,174.021,drum-and-bass
Children Of The Night,Richard Marx,0.4858,0.096,0.796,0.108,24,False,0.545,0.801,0,-2.898,1,0.0364,1.98e-05,0.053,0.0725,0.0775,118.989,goth
Right Here Waiting,Richard Marx,0.893,0.051,0.85,0.099,30,False,0.707,0.467,2,-7.511,1,0.0367,0.832,5.33e-06,0.114,0.478,110.096,acoustic
I'll Be Fine,Rick Astley,0.9914,0.064,0.738,0.198,46,False,0.663,0.644,4,-8.92,0,0.0375,0.0721,0.0,0.0736,0.372,123.968,country
She Wants To Dance With Me,Rick Astley,0.9861,0.006,0.836,0.157,51,False,0.654,0.83,6,-12.099,1,0.0513,0.0864,5.19e-05,0.268,0.938,118.031,synth-pop
Control Me,Rihanna,0.9866,0.0,0.887,0.113,41,False,0.651,0.939,7,-1.48,0,0.035,0.000701,0.782,0.108,0.185,120.003,drum-and-bass
Hallucination,Rihanna,-0.9386,0.091,0.876,0.033,74,True,0.687,0.788,6,-5.142,0,0.0352,0.0121,0.0,0.358,0.669,123.02,edm
Hard,Rihanna,0.9956,0.146,0.628,0.226,5,False,0.746,0.659,8,-9.219,0,0.045,0.765,0.00104,0.11,0.859,159.955,alternative
Let Me,Rihanna,0.9959,0.026,0.853,0.121,68,False,0.46,0.566,9,-5.637,1,0.0502,0.239,5.96e-06,0.0967,0.189,168.408,dance
Photographs,Rihanna,0.993,0.05,0.808,0.143,51,False,0.539,0.353,3,-10.191,1,0.0464,0.571,0.626,0.0877,0.321,54.571,acoustic
Rehab,Rihanna,0.9467,0.065,0.838,0.097,73,False,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,british
80's,Robbie Williams,0.8702,0.075,0.828,0.096,40,False,0.695,0.714,8,-5.989,1,0.0333,0.0345,0.0,0.0394,0.964,120.068,punk-rock
Back For Good,Robbie Williams,0.9884,0.065,0.714,0.221,54,False,0.591,0.175,6,-12.959,1,0.038,0.927,0.0,0.133,0.352,139.902,acoustic
Different,Robbie Williams,0.9449,0.099,0.738,0.163,48,False,0.493,0.966,4,-3.144,0,0.209,0.00041,0.00606,0.165,0.288,104.98,j-idol
Killing Me,Robbie Williams,-0.9972,0.346,0.558,0.096,20,False,0.495,0.961,10,-2.499,0,0.0745,0.000356,0.605,0.88,0.225,173.984,drum-and-bass
Lazy Days,Robbie Williams,0.9919,0.047,0.706,0.247,36,False,0.779,0.447,0,-8.793,1,0.0879,0.385,0.907,0.114,0.3,155.999,study
Can't Stop Me Now,Rod Stewart,0.9937,0.038,0.735,0.227,49,False,0.642,0.753,7,-5.064,1,0.0716,0.0269,2.76e-05,0.048,0.536,89.002,blues
Heading South,Roy Orbison,0.9118,0.046,0.818,0.137,0,True,0.617,0.378,4,-7.108,1,0.0662,0.808,2.33e-05,0.179,0.345,98.299,country
Kaw-Liga,Roy Orbison,-0.9881,0.185,0.786,0.029,13,False,0.632,0.291,11,-11.037,0,0.0344,0.841,0.0,0.191,0.715,111.284,honky-tonk
"Oh, Pretty Woman",Roy Orbison,0.9984,0.044,0.517,0.439,73,False,0.619,0.603,9,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433,r-n-b
Bravado,Rush,0.9274,0.139,0.661,0.201,31,False,0.563,0.696,6,-6.638,1,0.0316,0.517,0.186,0.346,0.0759,152.01,study
Circumstances,Rush,-0.4509,0.138,0.762,0.1,26,False,0.63,0.626,2,-7.124,0,0.278,0.29,1.54e-05,0.129,0.224,102.647,dancehall
Earthshine,Rush,0.9571,0.0,0.814,0.186,51,False,0.532,0.88,9,-8.751,0,0.0369,0.0207,0.919,0.0847,0.12,128.014,trance
Grace To Grace,Rush,0.985,0.112,0.648,0.24,53,False,0.478,0.57,5,-7.875,1,0.0348,0.0701,0.0,0.815,0.162,119.901,world-music
Losing It,Rush,-0.9777,0.201,0.749,0.05,25,False,0.383,0.49,6,-6.991,1,0.0318,0.007,0.00578,0.118,0.062,124.182,garage
Marathon,Rush,0.8107,0.049,0.878,0.073,36,False,0.398,0.347,4,-9.647,1,0.0351,0.595,0.00166,0.0858,0.344,129.891,dub
Superconductor,Rush,0.9825,0.024,0.778,0.197,34,False,0.504,0.937,1,-7.839,0,0.0455,4.58e-06,0.826,0.373,0.0657,140.045,breakbeat
The Spirit Of Radio,Rush,0.9797,0.0,0.772,0.228,0,False,0.362,0.95,9,-5.281,1,0.0567,0.0133,0.000107,0.371,0.611,135.818,hard-rock
The Twilight Zone,Rush,0.4215,0.145,0.711,0.144,1,False,0.563,0.719,6,-11.323,0,0.0276,0.242,0.146,0.288,0.488,113.657,rock-n-roll
Time Stands Still,Rush,0.9786,0.027,0.788,0.185,13,False,0.803,0.278,2,-13.841,0,0.0484,0.0207,0.875,0.12,0.473,130.001,study
